strategy,coin,timeframe,params,rr,risk_pct,trades,win_rate,net_profit_inr,final_capital_inr,max_dd_inr,max_dd_pct,profit_factor,expectancy,max_win_streak,max_loss_streak,sharpe,exposure
DOUBLE,ETH/USDT,4h,F10x1.5_S20x3.5,1:3,1.0,40,37.5,1629.63,11629.63,595.86,5.27,1.58,40.74,3,5,16.66,71.37
DOUBLE,ETH/USDT,4h,F10x1.5_S30x3.0,1:2,1.0,49,38.78,384.09,10384.09,879.29,8.13,1.12,7.84,3,8,4.86,61.35
DOUBLE,ETH/USDT,4h,F10x1.5_S30x3.0,1:3,1.0,40,25.0,-465.41,9534.59,1126.9,10.83,0.85,-11.64,3,11,-5.02,67.83
DOUBLE,ETH/USDT,4h,F10x2.0_S14x2.5,1:2,1.0,44,38.64,320.04,10320.04,691.5,6.38,1.11,7.27,4,5,4.55,53.42
DOUBLE,ETH/USDT,4h,F10x2.0_S14x2.5,1:3,1.0,38,34.21,966.08,10966.08,717.58,6.3,1.35,25.42,2,5,11.18,58.06
DOUBLE,ETH/USDT,4h,F10x2.0_S14x3.5,1:2,1.0,37,43.24,890.52,10890.52,790.47,7.04,1.37,24.07,2,7,12.98,50.23
DOUBLE,ETH/USDT,4h,F10x2.0_S14x3.5,1:3,1.0,32,31.25,579.59,10579.59,969.94,8.98,1.24,18.11,2,9,8.29,56.53
DOUBLE,ETH/USDT,4h,F10x2.0_S20x3.0,1:2,1.0,41,39.02,328.12,10328.12,830.29,8.25,1.12,8.0,4,6,4.94,48.58
DOUBLE,ETH/USDT,4h,F10x2.0_S20x3.0,1:3,1.0,33,30.3,266.07,10266.07,749.84,7.08,1.11,8.06,2,7,4.26,56.99
DOUBLE,ETH/USDT,4h,F10x2.0_S30x2.5,1:2,1.0,53,39.62,792.42,10792.42,1336.74,11.2,1.23,14.95,6,7,8.49,61.58
DOUBLE,ETH/USDT,4h,F10x2.0_S30x2.5,1:3,1.0,40,30.0,406.85,10406.85,773.21,7.73,1.14,10.17,4,6,5.15,66.23
DOUBLE,ETH/USDT,4h,F10x2.0_S30x3.5,1:2,1.0,38,47.37,1321.04,11321.04,606.08,5.25,1.57,34.76,3,4,18.25,52.19
DOUBLE,ETH/USDT,4h,F10x2.0_S30x3.5,1:3,1.0,34,32.35,567.08,10567.08,1064.74,9.94,1.23,16.68,2,10,7.84,55.75
DOUBLE,ETH/USDT,4h,F10x2.5_S14x3.0,1:2,1.0,46,30.43,-789.1,9210.9,966.18,9.53,0.76,-17.15,3,6,-10.07,57.95
DOUBLE,ETH/USDT,4h,F10x2.5_S14x3.0,1:3,1.0,37,27.03,-183.47,9816.53,882.61,8.28,0.94,-4.96,3,7,-1.65,65.34
DOUBLE,ETH/USDT,4h,F10x2.5_S20x2.5,1:2,1.0,66,28.79,-1353.82,8646.18,2170.1,20.15,0.72,-20.51,4,15,-12.72,61.42
DOUBLE,ETH/USDT,4h,F10x2.5_S20x2.5,1:3,1.0,50,18.0,-1780.27,8219.73,1947.79,19.24,0.55,-35.61,1,16,-20.78,70.53
DOUBLE,ETH/USDT,4h,F10x2.5_S20x3.5,1:2,1.0,38,31.58,-531.53,9468.47,921.2,9.16,0.8,-13.99,2,6,-7.89,57.12
DOUBLE,ETH/USDT,4h,F10x2.5_S20x3.5,1:3,1.0,33,21.21,-876.03,9123.97,1364.9,13.65,0.66,-26.55,2,8,-13.66,61.74
DOUBLE,ETH/USDT,4h,F10x2.5_S30x3.0,1:2,1.0,52,32.69,-502.17,9497.83,1205.4,11.35,0.86,-9.66,4,9,-5.17,57.33
DOUBLE,ETH/USDT,4h,F10x2.5_S30x3.0,1:3,1.0,42,19.05,-1352.1,8647.9,1454.27,14.5,0.6,-32.19,3,15,-17.79,67.28
DOUBLE,ETH/USDT,4h,F14x1.5_S20x2.5,1:2,1.0,54,33.33,-241.4,9758.6,1241.64,11.85,0.93,-4.47,3,12,-2.02,58.38
DOUBLE,ETH/USDT,4h,F14x1.5_S20x2.5,1:3,1.0,46,17.39,-1711.14,8288.86,2331.84,23.32,0.52,-37.2,2,18,-21.84,64.59
DOUBLE,ETH/USDT,4h,F14x1.5_S20x3.5,1:2,1.0,40,45.0,1106.04,11106.04,725.42,6.34,1.45,27.65,3,4,14.84,72.9
DOUBLE,ETH/USDT,4h,F14x1.5_S20x3.5,1:3,1.0,33,33.33,691.94,10691.94,813.33,7.25,1.29,20.97,3,5,9.53,81.28
DOUBLE,ETH/USDT,4h,F14x1.5_S30x3.0,1:2,1.0,49,36.73,77.4,10077.4,893.28,8.41,1.02,1.58,4,5,1.45,59.63
DOUBLE,ETH/USDT,4h,F14x1.5_S30x3.0,1:3,1.0,43,32.56,814.32,10814.32,800.57,7.31,1.26,18.94,3,7,8.67,66.69
DOUBLE,ETH/USDT,4h,F14x2.0_S20x2.5,1:2,1.0,50,42.0,1160.95,11160.95,1148.55,9.48,1.36,23.22,8,4,12.59,61.46
DOUBLE,ETH/USDT,4h,F14x2.0_S20x2.5,1:3,1.0,40,27.5,-12.02,9987.98,722.51,6.84,1.0,-0.3,2,6,0.55,63.77
DOUBLE,ETH/USDT,4h,F14x2.0_S20x3.5,1:2,1.0,43,44.19,1068.75,11068.75,695.42,6.08,1.39,24.85,3,6,13.45,53.45
DOUBLE,ETH/USDT,4h,F14x2.0_S20x3.5,1:3,1.0,34,29.41,148.27,10148.27,746.44,7.05,1.06,4.36,2,7,2.65,61.62
DOUBLE,ETH/USDT,4h,F14x2.0_S30x3.0,1:2,1.0,47,31.91,-557.87,9442.13,1500.64,13.82,0.83,-11.87,3,13,-6.57,55.91
DOUBLE,ETH/USDT,4h,F14x2.0_S30x3.0,1:3,1.0,41,26.83,-166.47,9833.53,1571.05,13.88,0.95,-4.06,3,14,-1.22,62.88
DOUBLE,ETH/USDT,4h,F14x2.5_S20x2.5,1:2,1.0,53,32.08,-639.64,9360.36,1865.92,16.69,0.84,-12.07,2,12,-6.74,66.53
DOUBLE,ETH/USDT,4h,F14x2.5_S20x2.5,1:3,1.0,43,20.93,-1143.72,8856.28,1355.13,13.38,0.66,-26.6,2,11,-13.87,73.63
DOUBLE,ETH/USDT,4h,F14x2.5_S20x3.5,1:2,1.0,36,33.33,-318.24,9681.76,920.5,9.07,0.87,-8.84,3,8,-4.65,54.43
DOUBLE,ETH/USDT,4h,F14x2.5_S20x3.5,1:3,1.0,33,18.18,-1234.41,8765.59,1704.61,17.05,0.53,-37.41,2,10,-21.39,60.05
DOUBLE,ETH/USDT,4h,F14x2.5_S30x3.0,1:2,1.0,42,30.95,-620.96,9379.04,1376.94,12.9,0.8,-14.78,4,10,-8.44,59.95
DOUBLE,ETH/USDT,4h,F14x2.5_S30x3.0,1:3,1.0,38,23.68,-623.45,9376.55,1057.61,10.22,0.79,-16.41,3,9,-7.6,65.11
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.0_S20x3.0,1:2,1.0,71,39.44,831.85,10831.85,1240.74,11.07,1.17,11.72,3,11,6.78,34.77
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.0_S20x3.0,1:3,1.0,59,23.73,-1006.14,8993.86,1322.05,12.86,0.79,-17.05,3,11,-8.02,41.3
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.0_S20x3.5,1:2,1.0,65,36.92,159.36,10159.36,996.49,9.51,1.04,2.45,3,9,1.93,32.56
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.0_S20x3.5,1:3,1.0,59,27.12,-291.28,9708.72,1013.57,10.14,0.94,-4.94,2,9,-1.62,37.24
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.0_S30x3.0,1:2,1.0,73,36.99,300.34,10300.34,1240.74,11.07,1.06,4.11,3,11,2.83,32.67
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.0_S30x3.0,1:3,1.0,57,19.3,-1832.81,8167.19,2133.55,20.78,0.61,-32.15,3,18,-18.01,43.74
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.0_S30x3.5,1:2,1.0,62,37.1,179.46,10179.46,883.03,8.35,1.04,2.89,3,5,2.17,29.79
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.0_S30x3.5,1:3,1.0,56,26.79,-366.95,9633.05,815.67,8.16,0.91,-6.55,2,6,-2.42,35.0
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.5_S20x3.0,1:2,1.0,73,36.99,261.81,10261.81,1175.41,11.13,1.05,3.59,3,11,2.55,32.65
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.5_S20x3.0,1:3,1.0,60,21.67,-1459.15,8540.85,1492.38,14.92,0.69,-24.32,2,12,-12.53,40.3
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.5_S20x3.5,1:2,1.0,64,35.94,-65.85,9934.15,1225.95,11.96,0.98,-1.03,3,9,-0.0,26.8
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.5_S20x3.5,1:3,1.0,55,23.64,-996.6,9003.4,1232.17,12.32,0.77,-18.12,2,10,-8.61,33.74
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.5_S30x3.0,1:2,1.0,71,38.03,491.68,10491.68,1175.41,11.13,1.1,6.92,3,11,4.33,29.82
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.5_S30x3.0,1:3,1.0,57,21.05,-1516.0,8484.0,1549.01,15.49,0.66,-26.6,2,12,-14.0,43.11
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.5_S30x3.5,1:2,1.0,61,34.43,-338.93,9661.07,1298.19,12.67,0.92,-5.56,3,10,-2.62,24.5
TRIPLE,ETH/USDT,4h,F7x1.5_M14x2.5_S30x3.5,1:3,1.0,52,21.15,-1413.6,8586.4,1447.01,14.47,0.65,-27.19,2,10,-14.28,31.39
TRIPLE,ETH/USDT,4h,F7x1.5_M20x2.0_S30x3.0,1:2,1.0,72,40.28,1064.64,11064.64,1026.45,9.35,1.22,14.79,3,8,8.32,32.37
TRIPLE,ETH/USDT,4h,F7x1.5_M20x2.0_S30x3.0,1:3,1.0,58,22.41,-1246.6,8753.4,1280.65,12.81,0.73,-21.49,3,10,-10.73,43.95
TRIPLE,ETH/USDT,4h,F7x1.5_M20x2.0_S30x3.5,1:2,1.0,61,42.62,1255.97,11255.97,681.54,6.58,1.32,20.59,3,5,11.12,27.42
TRIPLE,ETH/USDT,4h,F7x1.5_M20x2.0_S30x3.5,1:3,1.0,56,30.36,437.34,10437.34,874.14,8.74,1.11,7.81,3,7,4.13,34.77
TRIPLE,ETH/USDT,4h,F7x1.5_M20x2.5_S30x3.0,1:2,1.0,72,40.28,1036.21,11036.21,1368.13,12.07,1.21,14.39,4,12,8.12,30.05
TRIPLE,ETH/USDT,4h,F7x1.5_M20x2.5_S30x3.0,1:3,1.0,57,21.05,-1502.96,8497.04,1536.02,15.36,0.67,-26.37,2,12,-13.89,43.63
TRIPLE,ETH/USDT,4h,F7x1.5_M20x2.5_S30x3.5,1:2,1.0,62,40.32,785.54,10785.54,1003.36,9.38,1.19,12.67,3,6,7.26,25.16
TRIPLE,ETH/USDT,4h,F7x1.5_M20x2.5_S30x3.5,1:3,1.0,55,25.45,-635.61,9364.39,1130.73,11.31,0.85,-11.56,2,8,-5.0,33.81
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.0_S20x3.0,1:2,1.0,59,35.59,30.66,10030.66,924.19,8.57,1.01,0.52,4,8,0.86,38.65
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.0_S20x3.0,1:3,1.0,54,27.78,-121.63,9878.37,1485.91,13.1,0.97,-2.25,4,8,-0.35,43.31
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.0_S20x3.5,1:2,1.0,52,40.38,711.56,10711.56,634.5,6.35,1.21,13.68,4,5,7.8,36.07
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.0_S20x3.5,1:3,1.0,54,33.33,1092.18,11092.18,1019.66,8.44,1.26,20.23,4,8,9.06,36.87
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.0_S30x3.0,1:2,1.0,62,37.1,302.24,10302.24,916.66,8.3,1.07,4.88,5,8,3.25,36.23
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.0_S30x3.0,1:3,1.0,54,27.78,-119.16,9880.84,1482.25,13.07,0.97,-2.21,4,8,-0.33,42.81
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.0_S30x3.5,1:2,1.0,49,42.86,1059.32,11059.32,608.3,5.31,1.35,21.62,7,5,11.7,29.7
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.0_S30x3.5,1:3,1.0,49,36.73,1712.62,11712.62,673.98,6.52,1.48,34.95,5,5,14.43,31.58
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.5_S20x3.0,1:2,1.0,55,34.55,-127.47,9872.53,1111.44,10.27,0.97,-2.32,4,8,-0.75,37.63
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.5_S20x3.0,1:3,1.0,50,26.0,-465.68,9534.32,1751.82,15.55,0.88,-9.31,4,8,-3.81,42.05
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.5_S20x3.5,1:2,1.0,47,36.17,45.57,10045.57,688.32,6.53,1.01,0.97,4,6,1.11,34.52
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.5_S20x3.5,1:3,1.0,47,31.91,645.49,10645.49,843.19,7.36,1.18,13.73,4,6,6.57,35.5
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.5_S30x3.0,1:2,1.0,55,36.36,158.43,10158.43,903.85,8.3,1.04,2.88,4,8,2.17,34.11
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.5_S30x3.0,1:3,1.0,48,27.08,-259.19,9740.81,1545.81,13.72,0.93,-5.4,4,8,-1.85,40.05
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.5_S30x3.5,1:2,1.0,41,39.02,394.96,10394.96,687.88,6.32,1.14,9.63,4,6,5.74,27.42
TRIPLE,ETH/USDT,4h,F7x2.0_M14x2.5_S30x3.5,1:3,1.0,41,34.15,908.6,10908.6,737.36,6.35,1.29,22.16,4,6,9.9,28.36
TRIPLE,ETH/USDT,4h,F7x2.0_M20x2.0_S30x3.0,1:2,1.0,61,37.7,422.45,10422.45,798.43,7.23,1.1,6.93,5,7,4.34,36.21
TRIPLE,ETH/USDT,4h,F7x2.0_M20x2.0_S30x3.0,1:3,1.0,53,28.3,-3.86,9996.14,1367.22,12.06,1.0,-0.07,4,7,0.66,42.79
TRIPLE,ETH/USDT,4h,F7x2.0_M20x2.0_S30x3.5,1:2,1.0,46,41.3,766.03,10766.03,739.75,7.31,1.26,16.65,6,7,9.31,28.29
TRIPLE,ETH/USDT,4h,F7x2.0_M20x2.0_S30x3.5,1:3,1.0,46,34.78,1190.32,11190.32,944.18,9.14,1.36,25.88,4,9,11.27,31.16
TRIPLE,ETH/USDT,4h,F7x2.0_M20x2.5_S30x3.0,1:2,1.0,56,35.71,54.71,10054.71,894.63,8.3,1.01,0.98,4,8,1.12,34.91
TRIPLE,ETH/USDT,4h,F7x2.0_M20x2.5_S30x3.0,1:3,1.0,49,26.53,-358.65,9641.35,1525.11,13.69,0.91,-7.32,4,8,-2.8,40.84
TRIPLE,ETH/USDT,4h,F7x2.0_M20x2.5_S30x3.5,1:2,1.0,42,40.48,595.65,10595.65,701.17,6.32,1.22,14.18,4,6,8.07,27.44
TRIPLE,ETH/USDT,4h,F7x2.0_M20x2.5_S30x3.5,1:3,1.0,42,33.33,791.38,10791.38,726.02,6.32,1.25,18.84,4,6,8.62,28.95
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.0_S20x3.0,1:2,1.0,74,36.49,123.1,10123.1,1150.86,10.36,1.02,1.66,3,9,1.5,27.72
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.0_S20x3.0,1:3,1.0,66,25.76,-645.25,9354.75,1257.73,11.9,0.88,-9.78,2,10,-4.07,35.94
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.0_S20x3.5,1:2,1.0,65,35.38,-179.7,9820.3,945.31,9.03,0.96,-2.76,3,7,-0.99,27.08
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.0_S20x3.5,1:3,1.0,59,25.42,-674.49,9325.51,956.98,9.38,0.85,-11.43,2,9,-4.91,34.77
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.0_S30x3.0,1:2,1.0,74,33.78,-448.19,9551.81,1712.83,15.42,0.92,-6.06,2,9,-2.96,27.9
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.0_S30x3.0,1:3,1.0,66,22.73,-1346.82,8653.18,1690.42,16.4,0.75,-20.41,2,10,-10.13,35.48
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.0_S30x3.5,1:2,1.0,62,35.48,-157.74,9842.26,1045.88,9.98,0.96,-2.54,3,8,-0.86,25.41
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.0_S30x3.5,1:3,1.0,56,25.0,-745.88,9254.12,1007.11,9.99,0.83,-13.32,2,9,-5.93,32.97
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.5_S20x3.0,1:2,1.0,78,32.05,-876.77,9123.23,1487.67,14.22,0.84,-11.24,3,10,-6.21,26.51
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.5_S20x3.0,1:3,1.0,70,22.86,-1398.07,8601.93,1434.07,14.34,0.74,-19.97,2,12,-9.89,34.61
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.5_S20x3.5,1:2,1.0,66,31.82,-863.47,9136.53,1276.52,12.46,0.81,-13.08,3,8,-7.3,22.24
TRIPLE,ETH/USDT,4h,F10x1.5_M14x2.5_S20x3.5,1:3,1.0,60,23.33,-1147.38,8852.62,1184.42,11.84,0.76,-19.12,2,10,-9.25,29.91
SINGLE,SOL/USDT,1h,P7x1.5,1:2,1.0,535,29.35,-7588.82,2411.18,7756.79,77.57,0.65,-14.18,6,15,-15.34,69.0
SINGLE,SOL/USDT,1h,P7x1.5,1:3,1.0,337,21.07,-6377.04,3622.96,6567.34,65.08,0.67,-18.92,4,16,-14.42,79.76
SINGLE,SOL/USDT,1h,P7x2.0,1:2,1.0,358,31.28,-4907.24,5092.76,5492.34,54.92,0.73,-13.71,4,22,-10.46,70.18
SINGLE,SOL/USDT,1h,P7x2.0,1:3,1.0,253,22.53,-4477.47,5522.53,4891.59,48.45,0.7,-17.7,3,21,-10.82,79.75
SINGLE,SOL/USDT,1h,P7x2.5,1:2,1.0,247,32.79,-2733.67,7266.33,3805.91,37.07,0.81,-11.07,4,11,-6.92,71.48
SINGLE,SOL/USDT,1h,P7x2.5,1:3,1.0,182,29.12,733.12,10733.12,2516.44,23.53,1.06,4.03,5,14,2.47,78.83
SINGLE,SOL/USDT,1h,P7x3.0,1:2,1.0,201,35.32,-792.69,9207.31,3043.42,30.42,0.93,-3.94,5,15,-1.76,69.47
SINGLE,SOL/USDT,1h,P7x3.0,1:3,1.0,147,30.61,1769.29,11769.29,2470.59,23.2,1.16,12.04,4,17,5.62,77.42
SINGLE,SOL/USDT,1h,P7x3.5,1:2,1.0,156,37.18,376.88,10376.88,1565.42,14.0,1.03,2.42,4,9,1.91,69.89
SINGLE,SOL/USDT,1h,P7x3.5,1:3,1.0,108,27.78,30.56,10030.56,1567.14,14.3,1.0,0.28,4,9,0.83,77.48
SINGLE,SOL/USDT,1h,P10x1.5,1:2,1.0,558,34.05,-5064.23,4935.77,5694.43,55.99,0.81,-9.08,5,10,-6.72,69.1
SINGLE,SOL/USDT,1h,P10x1.5,1:3,1.0,349,24.64,-4349.25,5650.75,5238.79,51.35,0.8,-12.46,4,13,-7.05,81.49
SINGLE,SOL/USDT,1h,P10x2.0,1:2,1.0,385,34.29,-3224.16,6775.84,4230.66,41.88,0.86,-8.37,5,14,-5.21,68.4
SINGLE,SOL/USDT,1h,P10x2.0,1:3,1.0,240,26.67,-1515.53,8484.47,3210.02,31.47,0.91,-6.31,3,13,-2.46,80.46
SINGLE,SOL/USDT,1h,P10x2.5,1:2,1.0,254,34.25,-1897.76,8102.24,3244.88,31.66,0.87,-7.47,5,10,-4.17,70.84
SINGLE,SOL/USDT,1h,P10x2.5,1:3,1.0,197,29.44,1166.84,11166.84,1834.31,14.64,1.07,5.92,5,10,3.23,76.74
SINGLE,SOL/USDT,1h,P10x3.0,1:2,1.0,194,35.05,-813.33,9186.67,1720.53,16.77,0.94,-4.19,5,7,-1.92,71.58
SINGLE,SOL/USDT,1h,P10x3.0,1:3,1.0,143,27.97,124.94,10124.94,1645.54,15.53,1.01,0.87,5,8,1.1,78.51
SINGLE,SOL/USDT,1h,P10x3.5,1:2,1.0,148,35.81,-243.65,9756.35,1885.53,16.82,0.98,-1.65,4,11,-0.37,70.72
SINGLE,SOL/USDT,1h,P10x3.5,1:3,1.0,118,27.97,113.69,10113.69,1660.71,14.55,1.01,0.96,4,10,1.14,78.41
SINGLE,SOL/USDT,1h,P14x1.5,1:2,1.0,561,32.62,-6112.99,3887.01,6447.02,63.4,0.77,-10.9,4,12,-9.24,66.94
SINGLE,SOL/USDT,1h,P14x1.5,1:3,1.0,376,23.94,-5265.45,4734.55,5677.16,55.65,0.74,-14.0,4,13,-8.91,78.21
SINGLE,SOL/USDT,1h,P14x2.0,1:2,1.0,387,34.37,-3056.92,6943.08,3761.35,36.2,0.87,-7.9,4,13,-4.81,67.2
SINGLE,SOL/USDT,1h,P14x2.0,1:3,1.0,277,22.02,-5045.49,4954.51,5972.37,56.92,0.7,-18.21,2,19,-11.82,76.71
SINGLE,SOL/USDT,1h,P14x2.5,1:2,1.0,267,33.71,-2378.24,7621.76,3112.19,30.81,0.85,-8.91,5,11,-5.27,68.64
SINGLE,SOL/USDT,1h,P14x2.5,1:3,1.0,161,26.71,-767.76,9232.24,2125.64,18.82,0.94,-4.77,4,13,-1.59,80.91
SINGLE,SOL/USDT,1h,P14x3.0,1:2,1.0,153,35.95,-286.91,9713.09,2050.43,17.89,0.97,-1.88,6,10,-0.51,75.02
SINGLE,SOL/USDT,1h,P14x3.0,1:3,1.0,119,33.61,3135.04,13135.04,1341.71,9.67,1.31,26.34,4,12,10.63,80.98
SINGLE,SOL/USDT,1h,P14x3.5,1:2,1.0,150,38.67,1189.8,11189.8,2170.59,17.34,1.11,7.93,5,10,4.76,73.65
SINGLE,SOL/USDT,1h,P14x3.5,1:3,1.0,111,29.73,1000.71,11000.71,2751.75,20.39,1.11,9.02,4,10,4.56,79.31
SINGLE,SOL/USDT,1h,P20x1.5,1:2,1.0,594,30.98,-7343.65,2656.35,7760.44,75.86,0.71,-12.36,4,12,-12.59,66.4
SINGLE,SOL/USDT,1h,P20x1.5,1:3,1.0,452,24.56,-5517.8,4482.2,5996.03,58.78,0.8,-12.21,3,18,-7.8,75.33
SINGLE,SOL/USDT,1h,P20x2.0,1:2,1.0,395,32.91,-4295.92,5704.08,4795.57,46.4,0.81,-10.88,4,11,-7.66,67.85
SINGLE,SOL/USDT,1h,P20x2.0,1:3,1.0,254,23.62,-3761.53,6238.47,4323.36,41.18,0.77,-14.81,4,18,-8.29,80.09
SINGLE,SOL/USDT,1h,P20x2.5,1:2,1.0,255,33.33,-2520.42,7479.58,3278.09,31.77,0.84,-9.88,5,9,-6.0,70.28
SINGLE,SOL/USDT,1h,P20x2.5,1:3,1.0,165,24.24,-2179.42,7820.58,2743.52,25.97,0.82,-13.21,3,15,-6.41,80.54
SINGLE,SOL/USDT,1h,P20x3.0,1:2,1.0,189,34.39,-1285.39,8714.61,2584.12,24.57,0.89,-6.8,5,9,-3.61,72.56
SINGLE,SOL/USDT,1h,P20x3.0,1:3,1.0,121,25.62,-972.45,9027.55,2062.41,19.12,0.9,-8.04,3,18,-3.27,81.73
SINGLE,SOL/USDT,1h,P20x3.5,1:2,1.0,139,33.81,-1110.09,8889.91,2564.97,22.73,0.89,-7.99,5,11,-4.32,76.72
SINGLE,SOL/USDT,1h,P20x3.5,1:3,1.0,106,24.53,-1186.93,8813.07,2175.05,20.18,0.86,-11.2,4,11,-5.0,82.99
SINGLE,SOL/USDT,1h,P30x1.5,1:2,1.0,596,31.54,-7077.2,2922.8,7429.18,73.1,0.73,-11.87,4,10,-11.56,68.07
SINGLE,SOL/USDT,1h,P30x1.5,1:3,1.0,470,23.19,-6595.81,3404.19,6856.93,67.22,0.73,-14.03,3,17,-10.44,75.86
SINGLE,SOL/USDT,1h,P30x2.0,1:2,1.0,408,32.84,-4442.47,5557.53,4800.57,47.24,0.8,-10.89,4,10,-7.74,68.16
SINGLE,SOL/USDT,1h,P30x2.0,1:3,1.0,267,23.6,-3829.12,6170.88,4955.29,48.58,0.76,-14.34,4,18,-7.99,79.42
SINGLE,SOL/USDT,1h,P30x2.5,1:2,1.0,296,36.15,-775.74,9224.26,2454.96,21.47,0.96,-2.62,5,10,-0.96,68.3
SINGLE,SOL/USDT,1h,P30x2.5,1:3,1.0,194,26.8,-852.38,9147.62,2959.73,24.45,0.95,-4.39,4,15,-1.41,78.13
SINGLE,SOL/USDT,1h,P30x3.0,1:2,1.0,184,32.61,-2072.1,7927.9,2235.37,22.0,0.82,-11.26,5,8,-6.76,74.05
SINGLE,SOL/USDT,1h,P30x3.0,1:3,1.0,130,23.85,-1866.54,8133.46,2888.06,27.64,0.8,-14.36,3,14,-6.96,82.06
SINGLE,SOL/USDT,1h,P30x3.5,1:2,1.0,134,30.6,-2150.51,7849.49,2313.65,22.77,0.76,-16.05,5,8,-10.18,74.95
SINGLE,SOL/USDT,1h,P30x3.5,1:3,1.0,103,21.36,-2264.39,7735.61,2540.7,24.73,0.72,-21.98,4,14,-11.86,82.31
DOUBLE,SOL/USDT,1h,F7x1.5_S14x2.5,1:2,1.0,279,31.9,-3541.76,6458.24,3613.15,36.11,0.79,-12.69,3,12,-8.51,54.75
DOUBLE,SOL/USDT,1h,F7x1.5_S14x2.5,1:3,1.0,212,28.3,341.6,10341.6,2106.34,19.4,1.02,1.61,2,12,1.43,62.89
DOUBLE,SOL/USDT,1h,F7x1.5_S14x3.5,1:2,1.0,237,37.55,544.57,10544.57,1848.06,15.23,1.03,2.3,8,8,1.83,58.82
DOUBLE,SOL/USDT,1h,F7x1.5_S14x3.5,1:3,1.0,187,28.34,516.93,10516.93,1863.07,15.62,1.03,2.76,4,11,1.93,67.41
DOUBLE,SOL/USDT,1h,F7x1.5_S20x3.0,1:2,1.0,262,35.88,-797.02,9202.98,3212.31,26.78,0.96,-3.04,5,9,-1.21,56.52
DOUBLE,SOL/USDT,1h,F7x1.5_S20x3.0,1:3,1.0,187,28.88,891.52,10891.52,3310.32,24.61,1.05,4.77,7,15,2.76,65.62
DOUBLE,SOL/USDT,1h,F7x1.5_S30x2.5,1:2,1.0,320,32.5,-3621.88,6378.12,4955.37,46.22,0.81,-11.32,4,10,-7.54,54.8
DOUBLE,SOL/USDT,1h,F7x1.5_S30x2.5,1:3,1.0,233,26.61,-1215.98,8784.02,2373.84,23.56,0.93,-5.22,4,12,-1.85,66.63
DOUBLE,SOL/USDT,1h,F7x1.5_S30x3.5,1:2,1.0,249,33.73,-1974.6,8025.4,2535.42,24.43,0.88,-7.93,6,8,-4.47,58.78
DOUBLE,SOL/USDT,1h,F7x1.5_S30x3.5,1:3,1.0,186,29.03,1095.07,11095.07,1726.36,13.46,1.07,5.89,3,8,3.21,70.21
DOUBLE,SOL/USDT,1h,F7x2.0_S14x3.0,1:2,1.0,204,33.82,-1468.75,8531.25,2113.9,20.72,0.89,-7.2,5,12,-3.87,56.1
DOUBLE,SOL/USDT,1h,F7x2.0_S14x3.0,1:3,1.0,162,27.78,203.81,10203.81,1558.38,14.92,1.02,1.26,3,10,1.28,63.62
